tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0135420,Fight That Ghost,Sam Newfield,Sam Newfield; Ted Toddy,Fight That Ghost,Sam Newfield,\N,Fight That Ghost,Sam Newfield,\N,Fight That Ghost,Sam Newfield,Sam Newfield; Ted Toddy
tt0136169,Eros Center Hamburg,Günter Hendel,Alois Brummer,Q26715188,Günter Hendel,\N,Eros Center Hamburg,Günter Hendel,\N,Eros Center Hamburg,Günter Hendel,Günter Hendel; Alois Brummer
tt0136235,Χάιδω,Kostas Dritsas,Kostas Dritsas,\N,\N,\N,Χάιδω,Kostas Dritsas,\N,Χάιδω,Kostas Dritsas,Kostas Dritsas
tt0136345,Kongo-Express,Eduard von Borsody,\N,Congo Express,Eduard von Borsody,Ernst von Salomon,Kongo-Express,Eduard von Borsody,\N,Kongo-Express,Eduard von Borsody,\N
tt0136527,Bullets Don't Come Back,Nikos Foskolos,Nikos Foskolos,Bullets don't come back,Nikos Foskolos,Nikos Foskolos,Bullets Don't Come Back,Nikos Foskolos,\N,Bullets Don't Come Back,Nikos Foskolos,Nikos Foskolos
tt0137512,Faschingszauber,Rudolf Dworsky; Rudolf Walther-Fein,Walter Reisch,Carnival Magic,Rudolf Walther-Fein,\N,Faschingszauber,Rudolf Walther-Fein; Rudolf Dworsky,Walter Reisch,Faschingszauber,Rudolf Dworsky; Rudolf Walther-Fein,Walter Reisch
tt0137700,\N,\N,\N,\N,\N,\N,Girl Lovers,\N,\N,IMDb ID Not found,\N,\N
tt0137854,\N,\N,\N,\N,\N,\N,Judy Garland in Concert,Buddy Bregman,\N,IMDb ID Not found,\N,\N
tt0137955,Miljoonaliiga,Maunu Kurkvaara,Jaakko Pakkasvirta; Maunu Kurkvaara,Q18633415,Maunu Kurkvaara,\N,Miljoonaliiga,Maunu Kurkvaara,\N,Miljoonaliiga,Maunu Kurkvaara,Maunu Kurkvaara; Jaakko Pakkasvirta
tt0138074,Santa and the Ice Cream Bunny,R. Winer,Hans Christian Andersen,Santa and the Ice Cream Bunny,Barry Mahon,\N,Santa and the Ice Cream Bunny,R. Winer; Barry Mahon,\N,Santa and the Ice Cream Bunny,R. Winer; Barry Mahon,\N
tt0138477,Die große Unbekannte,Willi Wolff,\N,The Great Unknown,Willi Wolff,\N,Die große Unbekannte,Willi Wolff,Paul Merzbach; Willi Wolff,Die große Unbekannte,Willi Wolff,\N
tt0138681,The Opportunists,Myles Connell,Myles Connell,The Opportunists,Myles Connell,\N,The Opportunists,Myles Connell,\N,The Opportunists,Myles Connell,Myles Connell
tt0138689,Paging Emma,Roberto Busó-García,Roberto Busó-García,Paging Emma,Roberto Busó-García,\N,Paging Emma,Roberto Busó-García,\N,Paging Emma,Roberto Busó-García,Roberto Busó-García
tt0138725,Il professor Matusa e i suoi hippies,Carlo Martinelli,Carlo Martinelli,Q3795351,Carlo Martinelli,\N,Il professor Matusa e i suoi hippies,Carlo Martinelli,\N,Il professor Matusa e i suoi hippies,Carlo Martinelli,Carlo Martinelli
tt0138734,Raportti eli balladi laivatytöistä,Maunu Kurkvaara,Heikki Ritavuori; Maunu Kurkvaara,A Report,Maunu Kurkvaara,\N,A Report,Maunu Kurkvaara,Maunu Kurkvaara; Heikki Ritavuori,Raportti eli balladi laivatytöistä,Maunu Kurkvaara,Heikki Ritavuori; Maunu Kurkvaara
tt0139398,Kaajal,Ram Maheshwari,Z. Hussain; Phani Majumdar; Gulshan Nanda,Kaajal,Ram Maheshwari,Gulshan Nanda,Kaajal,Ram Maheshwari,Phani Majumdar; Gulshan Nanda; Kidar Nath Sharma,Kaajal,Ram Maheshwari,Phani Majumdar; Kidar Nath Sharma; Z. Hussain
tt0139571,\N,\N,\N,\N,\N,\N,Ringende Menschen. Die Tragödie einer Familie,Gertrud David,\N,IMDb ID Not found,\N,\N
tt0139654,Training Day,Antoine Fuqua,David Ayer,Training Day,Antoine Fuqua,David Ayer,Training Day,Antoine Fuqua,David Ayer,Training Day,Antoine Fuqua,David Ayer
tt0139809,The Thirteenth Floor,Josef Rusnak,Ravel Centeno-Rodriguez; Josef Rusnak,The Thirteenth Floor,Josef Rusnak,Josef Rusnak,The Thirteenth Floor,Josef Rusnak,Daniel F. Galouye; Josef Rusnak; Ravel Centeno-Rodriguez,The Thirteenth Floor,Josef Rusnak,Ravel Centeno-Rodriguez; Josef Rusnak
tt0140110,Head Nurse,Tim Davies,\N,\N,\N,\N,Head Nurse,Tim Davies,\N,Head Nurse,Tim Davies,\N
tt0140308,Keine Angst vor Schwiegermüttern,Erich Engels,\N,Don't Worry About Your Mother-in-Law,Erich Engels,Hans Wolff,Keine Angst vor Schwiegermüttern,Erich Engels,\N,Keine Angst vor Schwiegermüttern,Erich Engels,\N
tt0140347,Mahalia Jackson: The Power and the Glory,Jeff Scheftel,\N,\N,\N,\N,Mahalia Jackson: The Power and the Glory,Jeff Scheftel,\N,Mahalia Jackson: The Power and the Glory,Jeff Scheftel,\N
tt0140670,Vaihdokas,Teuvo Puro,Karl Fager,Vaihdokas,Teuvo Puro,\N,Vaihdokas,Teuvo Puro,\N,Vaihdokas,Teuvo Puro,Karl Fager
tt0140811,Antti Puuhaara,Riitta Rautoma; Heikki Partanen; Katariina Lahti,Riitta Rautoma; Heikki Partanen; Katariina Lahti; Erkki Mäkinen,Antti the Treebranch,Heikki Partanen; Katariina Lahti,\N,Antti Puuhaara,Katariina Lahti; Riitta Rautoma; Heikki Partanen,\N,Antti Puuhaara,Heikki Partanen; Katariina Lahti; Riitta Rautoma,Heikki Partanen; Katariina Lahti; Riitta Rautoma; Erkki Mäkinen
tt0140876,\N,\N,\N,\N,\N,\N,Chetveronogie astronavty,Nikolai Tikhonov,Pyotr Isakov,IMDb ID Not found,\N,\N
tt0141236,House of the Rising Moon,\N,\N,\N,\N,\N,House of the Rising Moon,\N,\N,IMDb ID Not found,\N,\N
tt0141343,Gli Inaffidabili,Jerry Calà,Jerry Calà; Gino Capone,Gli inaffidabili,Jerry Calà,Jerry Calà,Gli Inaffidabili,Jerry Calà,\N,Gli Inaffidabili,Jerry Calà,Gino Capone; Jerry Calà
tt0141413,Jacqueline,David DeCoteau,\N,\N,\N,\N,Jacqueline,David DeCoteau,\N,IMDb ID Not found,\N,\N
tt0141529,The Tent Show,Carlos Ávila,Carlos Ávila; Edit Villarreal,\N,\N,\N,The Tent Show,Carlos Ávila,\N,The Tent Show,Carlos Ávila,Carlos Ávila; Edit Villarreal
tt0141634,The Mysteries of Paris,Albert Capellani,Albert Capellani,The Mysteries of Paris,\N,\N,The Mysteries of Paris,Albert Capellani,\N,The Mysteries of Paris,Albert Capellani,Albert Capellani
tt0141874,Passion,György Fehér,Béla Tarr; György Fehér,Passion,György Fehér,György Fehér; Béla Tarr,Passion,György Fehér,\N,Passion,György Fehér,Béla Tarr; György Fehér
tt0142288,\N,\N,\N,\N,\N,\N,La fille du pêcheur,Robert Péguy,\N,IMDb ID Not found,\N,\N
tt0143437,Charlotte Wets Her Panties,Francis Leroi,Francis Leroi,Looking Good,Francis Leroi,\N,"Charlotte, mouille ta culotte",Francis Leroi,Francis Leroi,IMDb ID Not found,\N,\N
tt0143520,\N,\N,\N,\N,\N,\N,Lust with the Stranger,Vinnie Rossi,\N,IMDb ID Not found,\N,\N
tt0143737,\N,\N,\N,\N,\N,\N,Mitzi's Honor,Fred J. Lincoln,E. Peter Regis,IMDb ID Not found,\N,\N
tt0144117,The Boondock Saints,Troy Duffy,Troy Duffy,The Boondock Saints,Troy Duffy,Troy Duffy,The Boondock Saints,Troy Duffy,Troy Duffy,The Boondock Saints,Troy Duffy,Troy Duffy
tt0144442,\N,\N,\N,\N,\N,\N,Naughty Schoolgirls Revenge,George Harrison Marks,\N,IMDb ID Not found,\N,\N
tt0144608,Sinbad: Beyond the Veil of Mists,Evan Ricks; Alan Jacobs,Jeff Wolverton,Sinbad: Beyond the Veil of Mists,Alan Jacobs,\N,Sinbad: Beyond the Veil of Mists,Alan Jacobs; Evan Ricks,Jeff Wolverton; Gregory Davis; Robert Jay Litz,Sinbad: Beyond the Veil of Mists,Alan Jacobs; Evan Ricks,Jeff Wolverton
tt0144778,Ava & Gabriel: A Love Story,Felix de Rooy,Norman de Palm; Felix de Rooy,\N,\N,\N,Ava & Gabriel: A Love Story,Felix de Rooy,\N,Ava & Gabriel: A Love Story,Felix de Rooy,Norman de Palm
tt0144933,\N,\N,\N,\N,\N,\N,Found Guilty,\N,\N,IMDb ID Not found,\N,\N
tt0145254,Out of Phoenix Bridge,Li Hong,\N,Out of Phoenix Bridge,Hong Li,\N,Out of Phoenix Bridge,Li Hong,\N,Out of Phoenix Bridge,Li Hong,\N
tt0145814,Heaven Sent,Craig Clyde,Craig Clyde; James Hennessy,Heaven Sent,Craig Clyde,James Hennessy; Craig Clyde,Heaven Sent,Craig Clyde,Craig Clyde; James Hennessy,Heaven Sent,Craig Clyde,James Hennessy; Craig Clyde
tt0146237,Restless Passion,Hal Freeman,Philip Dennis Connors,\N,\N,\N,Restless Passion,Hal Freeman,\N,Restless Passion,Hal Freeman,Philip Dennis Connors
tt0146281,The End of Milton Levy,Nissim Dayan,Nissim Dayan,Sofo Shel Milton Levi,Nissim Dayan,Nissim Dayan,The End of Milton Levy,Nissim Dayan,\N,The End of Milton Levy,Nissim Dayan,Nissim Dayan
tt0146329,Two off the Cuff,Bob Godfrey,Stan Hayward,Two Off the Cuff,\N,\N,Two off the Cuff,Bob Godfrey,\N,Two off the Cuff,Bob Godfrey,Stan Hayward
tt0147216,\N,\N,\N,\N,\N,\N,Revenge by Lust,Mark Novick,Mark Novick,IMDb ID Not found,\N,\N
tt0147643,UnBowed,Nanci Rossov,Mildred Lewis,\N,\N,\N,UnBowed,Nanci Rossov,\N,UnBowed,Nanci Rossov,Mildred Lewis
tt0148245,\N,\N,\N,\N,\N,\N,Göre Gábor,\N,\N,IMDb ID Not found,\N,\N
tt0148445,\N,\N,\N,\N,\N,\N,Magyarországtól a Marsig,Gyula Darab,\N,IMDb ID Not found,\N,\N
tt0148462,Men Cry Bullets,Tamara Hernandez,Tamara Hernandez,Men Cry Bullets,\N,\N,Men Cry Bullets,Tamara Hernandez,\N,Men Cry Bullets,Tamara Hernandez,Tamara Hernandez
tt0148812,She's No Angel,Ron Jeremy,\N,\N,\N,\N,She's No Angel,Ron Jeremy,\N,IMDb ID Not found,\N,\N
tt0148891,6 Faces of Samantha,Jack Genero,\N,\N,\N,\N,6 Faces of Samantha,Jack Genero,\N,6 Faces of Samantha,Jack Genero,\N
tt0148894,\N,\N,\N,\N,\N,\N,Six Nine Love,S.V. Hanna,\N,IMDb ID Not found,\N,\N
tt0149026,Brides of Lucifer,\N,\N,\N,\N,\N,Brides of Lucifer,\N,\N,Brides of Lucifer,\N,\N
tt0149652,\N,\N,\N,\N,\N,\N,"Amerika, London, Párizs",Katalin Pázmándy,\N,IMDb ID Not found,\N,\N
tt0150892,Her Great Price,Edwin Carewe,Florence Auer,Her Great Price,Edwin Carewe,June Mathis,\N,\N,\N,Her Great Price,Edwin Carewe,June Mathis
tt0151405,Lucerna,Karel Lamač,Bohumír Polách; Václav Wasserman; František Kožík,The Lantern,Karel Lamač,Václav Wasserman; František Kožík; Bohumír Polách,\N,\N,\N,Lucerna,Karel Lamač,Bohumír Polách; František Kožík; Václav Wasserman
tt0151805,\N,\N,\N,\N,\N,\N,\N,\N,\N,IMDb ID Not found,\N,\N
tt0151856,\N,\N,\N,\N,\N,\N,\N,\N,\N,IMDb ID Not found,\N,\N
tt0151990,A Night in Tiberias,Hervé Bromberger,Hervé Bromberger; David Greenberg; Frédéric Grendel,Un soir à Tibériade,Hervé Bromberger,\N,A Night in Tiberias,Hervé Bromberger,\N,A Night in Tiberias,Hervé Bromberger,David Greenberg; Frédéric Grendel; Hervé Bromberger
tt0152074,Principe coronato cercasi per ricca ereditiera,Giovanni Grimaldi,Giovanni Grimaldi; Giovanni Grimaldi,Principe coronato cercasi per ricca ereditiera,Giovanni Grimaldi,Giovanni Grimaldi,Principe coronato cercasi per ricca ereditiera,Giovanni Grimaldi,\N,Principe coronato cercasi per ricca ereditiera,Giovanni Grimaldi,Giovanni Grimaldi
tt0152252,The Times That Are,Pierre Perrault,\N,The Times That Are,Pierre Perrault,\N,The Times That Are,Pierre Perrault,\N,The Times That Are,Pierre Perrault,\N
tt0152443,\N,\N,\N,The Silver Greyhound,Bannister Merwin,Bannister Merwin,The Silver Greyhound,Bannister Merwin,Bannister Merwin,IMDb ID Not found,\N,\N
tt0153032,This Year's Love,David Kane,David Kane,This Year's Love,David Kane,\N,This Year's Love,David Kane,\N,This Year's Love,David Kane,David Kane
tt0153165,\N,\N,\N,\N,\N,\N,Tongues of Fire,Janus Rainer,\N,IMDb ID Not found,\N,\N
tt0153292,\N,\N,\N,\N,\N,\N,"Trillium, Affectionately Yours",Brian R.R. Hebb,Brian R.R. Hebb,IMDb ID Not found,\N,\N
tt0153297,\N,\N,\N,\N,\N,\N,Triple Play 15: Cumming Together,\N,\N,IMDb ID Not found,\N,\N
tt0153534,\N,\N,\N,\N,\N,\N,\N,\N,\N,IMDb ID Not found,\N,\N
tt0154241,The Blue Ones of the Sky,Henri Decoin,Henri Decoin,Q3231065,Henri Decoin,\N,The Blue Ones of the Sky,Henri Decoin,\N,The Blue Ones of the Sky,Henri Decoin,Henri Decoin
tt0155086,\N,\N,\N,Rajani,Q106181151,\N,Rajani,Jyotish Bannerjee,\N,IMDb ID Not found,\N,\N
tt0155401,\N,\N,\N,\N,\N,\N,Yeh Such Hai,Atma Ram,\N,IMDb ID Not found,\N,\N
tt0155685,Trouble Among Widows,Jacques Poitrenaud,\N,Trouble Among Widows,Jacques Poitrenaud,Denys de La Patellière,Trouble Among Widows,Jacques Poitrenaud,\N,Trouble Among Widows,Jacques Poitrenaud,Albert Simonin; Denys de La Patellière
tt0155994,\N,\N,\N,\N,\N,\N,A Quilt of Many Cultures: South India,Shyam Benegal,\N,IMDb ID Not found,\N,\N
tt0156432,The Court Dancer: Raj Nartaki,Modhu Bose,Modhu Bose; Manmatha Ray,Raj Nartaki,Madhu,\N,The Court Dancer: Raj Nartaki,Modhu Bose,\N,The Court Dancer: Raj Nartaki,Modhu Bose,Manmatha Ray; Modhu Bose
tt0156702,Dream Land,Vijay Bhatt,\N,Khwab Ki Duniya,Vijay Bhatt,\N,Dream Land,Vijay Bhatt,\N,Dream Land,Vijay Bhatt,\N
tt0156704,\N,\N,\N,\N,\N,\N,Khyber Falcon,Madhu Bose; Modhu Bose,Niranjan Pal,IMDb ID Not found,\N,\N
tt0157479,The Conquest of Canaan,George Irving,\N,The Conquest of Canaan,George Irving,\N,The Conquest of Canaan,George Irving,\N,The Conquest of Canaan,George Irving,Anthony Paul Kelly
tt0157581,Enga Veettu Pillai,Tapi Chanakya,D. V. Narasa Raju; Sakthi T. K. Krishnasamy,Enga Veettu Pillai,Tapi Chanakya,Sakthi T. K. Krishnasamy,Enga Veettu Pillai,Tapi Chanakya,\N,Enga Veettu Pillai,Tapi Chanakya,Sakthi T. K. Krishnasamy
tt0157607,Extravagance,Burton L. King,Wallace Clifton; Aaron Hoffman,Extravagance,Burton L. King,\N,Extravagance,Burton L. King,\N,Extravagance,Burton L. King,Wallace Clifton
tt0157880,\N,\N,\N,\N,\N,\N,Kamale Kamini,Phani Burma; Nirmal Goswami,\N,IMDb ID Not found,\N,\N
tt0158457,Afsana,B.R. Chopra,I.S. Johar; I.S. Johar; I.S. Johar,Afsana,Baldev Raj Chopra,I. S. Johar,Afsana,B.R. Chopra,\N,Afsana,B.R. Chopra,I.S. Johar
tt0158462,Amore mio,Raffaello Matarazzo,Raffaello Matarazzo; Raffaello Matarazzo,Q16744677,Raffaello Matarazzo,\N,Amore mio,Raffaello Matarazzo,\N,Amore mio,Raffaello Matarazzo,Raffaello Matarazzo
tt0158464,Anath Ashram,Hemchandra Chunder,Kidar Nath Sharma,\N,\N,\N,Anath Ashram,Hemchandra Chunder,\N,Anath Ashram,Hemchandra Chunder,Kidar Nath Sharma
tt0158736,The Fast Set,Pierre Foucaud,Alice Colanis,Mademoiselle Strip-tease,Pierre Foucaud,\N,\N,\N,\N,The Fast Set,Pierre Foucaud,Alice Colanis
tt0159101,Out of the Cold,Aleksandr Buravskiy,Aleksandr Buravskiy; Alex Kustanovich,\N,\N,\N,Out of the Cold,Aleksandr Buravskiy,\N,Out of the Cold,Aleksandr Buravskiy,Alex Kustanovich; Aleksandr Buravskiy
tt0159434,The Faking of the President,Jeanne Abel; Alan Abel,Murray Hurwitz; Jeanne Abel; Alan Abel,\N,\N,\N,The Faking of the President,Jeanne Abel; Alan Abel,\N,The Faking of the President,Jeanne Abel; Alan Abel,Jeanne Abel; Murray Hurwitz; Alan Abel
tt0159495,\N,\N,\N,Jakko,Fritz Peter Buch,Fritz Peter Buch,Jakko,Fritz Peter Buch,\N,Jakko,Fritz Peter Buch,\N
tt0160596,With or Without You,Michael Winterbottom,John Forte,With or Without You,Michael Winterbottom,John Forte,With or Without You,Michael Winterbottom,John Forte,With or Without You,Michael Winterbottom,John Forte
tt0160830,Sergeant X,Vladimir Strizhevsky,A. Loukine; Vladimir Strizhevsky,Sergeant X,Vladimir Strizhevsky,\N,Sergeant X,Vladimir Strizhevsky,\N,Sergeant X,Vladimir Strizhevsky,Simon Gantillon; Vladimir Strizhevsky; A. Loukine
tt0161215,"¡A volar, joven!",Miguel M. Delgado,Paul Colline; Miguel M. Delgado,"Fly Away, Young Man!",Miguel M. Delgado,Jaime Salvador,¡A volar joven!,Miguel M. Delgado,Paul Colline; Miguel M. Delgado; Jaime Salvador,"¡A volar, joven!",Miguel M. Delgado,Miguel M. Delgado; Jaime Salvador
tt0161378,Carnevalesca,Amleto Palermi,Lucio D'Ambra,Carnevalesca,Amleto Palermi,Lucio D'Ambra,Carnevalesca,Amleto Palermi,\N,Carnevalesca,Amleto Palermi,Lucio D'Ambra
tt0161927,\N,\N,\N,\N,\N,\N,Praias de Portugal,\N,\N,IMDb ID Not found,\N,\N
tt0163131,The Other Girl,Percy Winter,\N,\N,\N,\N,The Other Girl,Percy Winter,\N,The Other Girl,Percy Winter,George DuBois Proctor
tt0163207,\N,\N,\N,\N,\N,\N,Seiukusha,\N,\N,IMDb ID Not found,\N,\N
tt0163623,Fata Morgana,Elefterie Voiculescu,Florian Grecea; Ion Grecea,Fata Morgana,\N,\N,Fata Morgana,Elefterie Voiculescu,\N,Fata Morgana,Elefterie Voiculescu,Ion Grecea; Florian Grecea
tt0163629,\N,\N,\N,\N,\N,\N,Las fisgonas de Paso Ancho,Alfredo Catania,Samuel Rovinsky,IMDb ID Not found,\N,\N
tt0164064,\N,\N,\N,\N,\N,\N,Hell Worms,\N,\N,Hell Worms,\N,\N
tt0164857,\N,\N,\N,Ruslan and Ludmila,\N,\N,Ruslan i Lyudmila,Oleg Grigorovich,Mikhail Glinka,IMDb ID Not found,\N,\N
tt0165100,The Telephone Bar,Claude Barrois,Claude Néron,Le bar du téléphone,Claude Barrois,Claude Néron,Le bar du téléphone,Claude Barrois,Claude Néron,The Telephone Bar,Claude Barrois,Claude Néron
tt0165612,Alf's Baby,Maclean Rogers,A.P. Dearsley,Alf's Baby,Maclean Rogers,\N,Her Three Bachelors,Maclean Rogers,A.P. Dearsley,Alf's Baby,Maclean Rogers,A.P. Dearsley
tt0165655,Grease Rock,Michele Massimo Tarantini,Michele Massimo Tarantini; Alessandro Capone; Pino Pellegrino,Disco Crazy,Michele Massimo Tarantini,Alessandro Capone,Grease Rock,Michele Massimo Tarantini,\N,Grease Rock,Michele Massimo Tarantini,Alessandro Capone; Michele Massimo Tarantini; Pino Pellegrino
tt0165753,Emily's Ghost,Colin Finbow,Colin Finbow,\N,\N,\N,Emily's Ghost,Colin Finbow,\N,Emily's Ghost,Colin Finbow,Colin Finbow
tt0165846,Kill the Man,Tom Booker; Jon Kean,Jon Kean; Tom Booker,Kill the Man,Tom Booker,\N,Kill the Man,Tom Booker; Jon Kean,\N,Kill the Man,Jon Kean; Tom Booker,Jon Kean; Tom Booker
tt0166151,La grande ora: Concilio ecumenico vaticano II,Antonio Petrucci,\N,\N,\N,\N,La grande ora: Concilio ecumenico vaticano II,Antonio Petrucci,\N,La grande ora: Concilio ecumenico vaticano II,Antonio Petrucci,\N
tt0166233,When the Dead Start Singing,Krsto Papić,Krsto Papić; Mate Marišić,When the Dead Start Singing,Krsto Papić,Krsto Papić; Mate Matišić,Kad mrtvi zapjevaju,Krsto Papic,Mate Matisic; Krsto Papic,When the Dead Start Singing,Krsto Papić,Mate Marišić; Krsto Papić
tt0166647,\N,\N,\N,Hledá se táta,Frank Daniel,Frank Daniel,Hledá se táta!,František Daniel,\N,Hledá se táta!,František Daniel,Bohumíra Peychlová; František Daniel
tt0166873,Watch Beverly,Arthur Maude,N.W. Baring-Pemberton; John Cousins,Watch Beverly,Arthur Maude,\N,Watch Beverly,Arthur Maude,\N,Watch Beverly,Arthur Maude,N.W. Baring-Pemberton; John Cousins
tt0166948,\N,\N,\N,The Adventures of the American Rabbit,Fred Wolf,\N,The Adventures of the American Rabbit,Nobutaka Nishizawa; Fred Wolf,\N,The Adventures of the American Rabbit,Fred Wolf; Nobutaka Nishizawa,Norm Lenzer
tt0167290,Misty,Toshiharu Ikeda,Toshiharu Ikeda; Masahito Kagawa,\N,\N,\N,Misty,Toshiharu Ikeda,\N,Misty,Toshiharu Ikeda,Masahito Kagawa; Toshiharu Ikeda
tt0168205,Taken Alive,Philip Marcus,Franco Columbu; Christopher Holmes; Bobb Hopkins; Donna Jeffries,Taken Alive,Philip Marcus,\N,Taken Alive,Philip Marcus,\N,Taken Alive,Philip Marcus,Christopher Holmes; Donna Jeffries; Bobb Hopkins; Franco Columbu
tt0168581,\N,\N,\N,"The Chosen Prince, or The Friendship of David and Jonathan",William V. Mong,\N,"The Chosen Prince, or The Friendship of David and Jonathan",William V. Mong,Lyman I. Henry,IMDb ID Not found,\N,\N
tt0168584,The Cigarette Girl,William Parke,\N,The Cigarette Girl,William Parke,\N,The Cigarette Girl,William Parke,\N,The Cigarette Girl,William Parke,Philip Bartholomae
tt0168631,Innocents,Gregory Marquette,Gregory Marquette,Dark Summer,Gregory Marquette,\N,Innocents,Gregory Marquette,Gregory Marquette,Innocents,Gregory Marquette,Gregory Marquette
tt0168722,Dům ztraceného štěstí,Josef Rovenský,Josef Rovenský; Martin Frič,\N,\N,\N,Dům ztraceného štěstí,Josef Rovenský,\N,Dům ztraceného štěstí,Josef Rovenský,Josef Rovenský; Martin Frič
tt0169004,Mazlíček,Martin Frič,Martin Frič; Hugo Haas; Hugo Haas; Martin Frič,The Little Pet,Martin Frič,Hugo Haas; Martin Frič,Mazlíček,Martin Frič,\N,Mazlíček,Martin Frič,Hugo Haas; Martin Frič
tt0169062,"My Dog, Buddy",Ray Kellogg,Ray Kellogg,"My Dog, Buddy",Ray Kellogg,\N,"My Dog, Buddy",Ray Kellogg,Ray Kellogg,"My Dog, Buddy",Ray Kellogg,Ray Kellogg
tt0169307,\N,\N,\N,Cheyenne Trails,Robert J. Horner,\N,Cheyenne Trails,Robert J. Horner,Robert J. Horner; Bert Ames,IMDb ID Not found,\N,\N
tt0169975,\N,\N,\N,\N,\N,\N,\N,\N,\N,IMDb ID Not found,\N,\N
tt0170336,A Child of Community,Mladomir 'Puriša' Đorđević,Mladomir 'Puriša' Đorđević; Miodrag Đurđević,Opštinsko dete,Mladomir Puriša Đorđević,\N,A Child of Community,Mladomir 'Puriša' Đorđević,\N,A Child of Community,Mladomir 'Puriša' Đorđević,Mladomir 'Puriša' Đorđević; Miodrag Đurđević
tt0170407,Pizza King,Ole Christian Madsen,\N,Pizza King,Ole Christian Madsen,Lars K. Andersen; Ole Christian Madsen; Q4567936,Pizza King,Ole Christian Madsen,Ole Christian Madsen; Janus Nabil Bakrawi; Lars Kristian Andersen,Pizza King,Ole Christian Madsen,\N
tt0170483,På spaning,Ulf von Strauss,Ulf von Strauss,Q10647849,Ulf von Strauss,\N,På spaning...,Ulf von Strauss,Ulf von Strauss,På spaning,Ulf von Strauss,Ulf von Strauss
tt0170494,\N,\N,\N,Q18332139,Arne Brandhild,\N,Rapport från Stockholms sexträsk,Arne Brandhild,\N,Rapport från Stockholms sexträsk,Arne Brandhild,\N
tt0170648,\N,\N,\N,\N,\N,\N,Szervezés kérdése,Ferenc András,\N,IMDb ID Not found,\N,\N
tt0171388,Hyena of London,Gino Mangini,Gino Mangini,The Hyena of London,Gino Mangini,\N,Hyena of London,Gino Mangini,\N,Hyena of London,Gino Mangini,Gino Mangini
tt0172299,Duty and Sacrifice,Ion Sahighian,\N,Duty and Sacrifice,Ion Șahighian,\N,Duty and Sacrifice,Ion Sahighian,\N,Duty and Sacrifice,Ion Sahighian,\N
tt0172723,\N,\N,\N,\N,\N,\N,Lichtspieler,Benjamin Herrmann; Björn Kurt,\N,IMDb ID Not found,\N,\N
tt0173390,Sugar Town,Allison Anders; Kurt Voss,Kurt Voss; Allison Anders,Sugar Town,Kurt Voss; Allison Anders,Allison Anders,Sugar Town,Allison Anders; Kurt Voss,\N,Sugar Town,Kurt Voss; Allison Anders,Kurt Voss; Allison Anders
tt0174073,Nona,Grisha Ostrovski,Yordan Yovkov; Stefan Tsanev,Q12288944,Grisha Ostrovski,Stefan Tsanev,Nona,Grisha Ostrovski,\N,Nona,Grisha Ostrovski,Stefan Tsanev; Yordan Yovkov
tt0174131,The Other Woman,Ivan Pyryev,Nikolay Erdman; Anatoli Marienhof,Q106640616,Ivan Pyryev,Nikolai Erdman; Anatoly Marienhof,The Other Woman,Ivan Pyryev,\N,The Other Woman,Ivan Pyryev,Nikolay Erdman; Anatoli Marienhof
tt0174280,\N,\N,\N,\N,\N,\N,Trial Marriage,William Hughes Curran,\N,IMDb ID Not found,\N,\N
tt0174993,About Show-White,Věra Plívová-Šimková,Věra Plívová-Šimková; Věra Plívová-Šimková; František Pavlíček,Snow White,Drahomíra Králová; Věra Plívová-Šimková,Věra Plívová-Šimková,About Show-White,Věra Plívová-Šimková,\N,About Show-White,Věra Plívová-Šimková,Věra Plívová-Šimková
tt0175267,Two-Fisted Jefferson,Roy Clements,Roy Clements,Two-Fisted Jefferson,Roy Clements,\N,Two-Fisted Jefferson,Roy Clements,\N,Two-Fisted Jefferson,Roy Clements,\N
