tconst,tmdb_title,tmdb_directors,tmdb_writers
tt0253677,Shadia Al-Jabal,Ahmed Diaa Aldin,Ahmed Diaa Aldin
tt0253707,\N,\N,\N
tt0254683,Phool Aur Kaante,Kuku Kohli,Iqbal Durrani
tt0255109,\N,\N,\N
tt0255179,Fräulein Hoffmanns Erzählungen,Karel Lamač,\N
tt0255943,\N,\N,\N
tt0256045,\N,\N,\N
tt0256139,Ladronzuela,Agustín P. Delgado,\N
tt0256198,La moderna poesía,Birgit Hein,\N
tt0256632,Bala Nagamma,Vedantam Raghavaiah,\N
tt0257127,\N,\N,\N
tt0257251,The Enclosed Valley,Jean-Claude Rousseau,\N
tt0257573,The Art of Tripping,Storm Thorgerson,Storm Thorgerson; David Gale
tt0257609,\N,\N,\N
tt0258058,La pulquería,Víctor Manuel Castro,Víctor Manuel Castro
tt0259571,Shaque,Aruna Raje; Vikas Desai,Vikas Desai; Aruna Raje
tt0259663,\N,\N,\N
tt0259667,Tôjûrô no koi,Kazuo Mori,Yoshikata Yoda
tt0259831,Aakhri Cheekh,Kiran Ramsay,\N
tt0260011,Eu Compro Essa Virgem,Roberto Mauro,\N
tt0260093,\N,\N,\N
tt0260576,\N,\N,\N
tt0261029,\N,\N,\N
tt0261164,Amina,Goffredo Alessandrini,\N
tt0261262,\N,\N,\N
tt0261914,\N,\N,\N
tt0261994,\N,\N,\N
tt0262238,Arrabalera,Joaquín Pardavé,Luis Manrique; Joaquín Pardavé
tt0262485,The sun-born,Panagiotis Konstadinou,Panagiotis Konstadinou
tt0263497,Passion,Hiroshi Shimizu,\N
tt0263637,\N,\N,\N
tt0264073,\N,\N,\N
tt0264154,\N,\N,\N
tt0264909,\N,\N,\N
tt0265429,\N,\N,\N
tt0265678,Let's Wait with the Anniversary,Boris Goroshko,Anatoli Kudryavtsev; Yevgeni Budinas
tt0265735,\N,\N,\N
tt0266040,What About Me: The Rise of the Nihilist Spasm Band,Zev Asher,Zev Asher
tt0266077,Yogi Vemana,Kadri Venkata Reddy,Kamalakara Kameshwara Rao; Samudrala Raghavacharya; Kadri Venkata Reddy; Kadri Venkata Reddy
tt0266765,Mere Mehboob,Harnam Singh Rawail,Vinod Kumar
tt0267073,Bewitching Eyes,Ahmed Galal,Ahmed Galal
tt0267764,\N,\N,\N
tt0268331,Ghar Basake Dekho,Kishore Sahu,\N
tt0268926,Love and Other Curiosities,Miguel Santesmases,Miguel Santesmases
tt0269107,Conscience and the Constitution,Frank Abe,\N
tt0269422,Kanamarayathu,I V Sasi,\N
tt0270187,\N,\N,\N
tt0271173,\N,\N,\N
tt0271543,Hidden Agenda,Marc S. Grenier,Les Weldon
tt0271712,\N,\N,\N
tt0271968,\N,\N,\N
tt0272356,\N,\N,\N
tt0272588,\N,\N,\N
tt0272919,\N,\N,\N
tt0273096,Asuravamsam,Shaji Kailas,Ranjith
tt0273528,\N,\N,\N
tt0273840,Moscow Square,Ferenc Török,Ferenc Török
tt0274022,Who Killed Pacifico?,Renato Santos Pereira,Mário Lúcio Brandão; Renato Santos Pereira
tt0274056,Roald Amundsen,Reidar Lunde,\N
tt0275261,Chuvanna Kannukal,Sasi Mohan,\N
tt0275671,\N,\N,\N
tt0275907,Allá en el rancho de las flores,\N,\N
tt0276068,\N,\N,\N
tt0276077,Lives in the Sands,Nguyễn Thanh Vân,Quang Lap Nguyen
tt0276792,Azhakulla Saleena,\N,\N
tt0277056,Jugándose la vida,Arturo Martínez,\N
tt0277125,\N,\N,\N
tt0277214,La pandilla en acción,Julio Porter,\N
tt0278293,El misterio del Trinidad,José Luis García Agraz,Carlos Cuarón
tt0278683,\N,\N,\N
tt0278900,\N,\N,\N
tt0278991,\N,\N,\N
tt0279112,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",Shusuke Kaneko,Shusuke Kaneko; Keiichi Hasegawa; Masahiro Yokotani
tt0279986,Nirnayam,Sangeeth Sivan,Cheriyan Kalpakavadi
tt0280143,El terror de la frontera,Zacarías Gómez Urquiza,\N
tt0280408,\N,\N,\N
tt0280483,\N,\N,\N
tt0280597,\N,\N,\N
tt0280717,\N,\N,\N
tt0280907,La maldición de mi raza,Juan Orol,Juan Orol
tt0280976,The Drawn Circle,Dito Tsintsadze,Dito Tsintsadze; Beso Odisharia
tt0281120,Rathi Manmathan,\N,\N
tt0282008,\N,\N,\N
tt0282039,\N,\N,\N
tt0282248,Distant Wind,Salomón Laiter; Manuel Michel; Sergio Véjar,Manuel Michel; Sergio Véjar; Salomón Laiter; Sergio Magaña Hidalgo
tt0282466,Epoch of Lotus,Vincent Lee,David Tzeng
tt0282477,\N,\N,\N
tt0282826,Papadistik Company,Omiros Efstratiadis,Giannis Sklavos
tt0282895,\N,\N,\N
tt0283012,Sto metrów miłości,Michał Waszyński,\N
tt0283084,Tuck Everlasting,Jay Russell,Jeffrey Lieber; James V. Hart
tt0283145,The Great Way,Michał Waszyński,Konrad Tom
tt0283908,Dangerous Summer,Aigars Grauba,Andrejs Ēķis; Pauls Bankovskis; Aigars Grauba
tt0283992,\N,\N,\N
tt0284075,Duck Ugly,Emmanuel Klotz; Deane Taylor,Frédéric Louf; Deane Taylor; Deane Taylor; Paul Morris
tt0284182,Away from Home,Semih Kaplanoğlu,Semih Kaplanoğlu; Serpil Kirel; Özden Cankaya
tt0284213,La isla de Rarotonga,Alfredo B. Crevenna,Alfredo B. Crevenna; Raúl Ramírez; Carlos Valdemar
tt0284245,Küçük Balıklar Üzerine Bir Masal,Barış Pirhasan,Barış Pirhasan
tt0285537,Girls of Nowolipki,Józef Lejtes,Józef Lejtes
tt0285723,\N,\N,\N
tt0285735,\N,\N,\N
tt0285816,Oiran,Tetsuji Takechi,Tetsuji Takechi
tt0285927,Thumbs Up,Pierre Badel,Guy Bedos; Sophie Daumier
tt0285997,The Ride,Jeff Myers,Kris Konrad
tt0286846,Lusty Afternoon,Akira Kato,Masayasu Ōebara
tt0286900,Returning in Autumn,Georgis Agathonikiadis,Georgis Agathonikiadis; Georgis Agathonikiadis
tt0286945,\N,\N,\N
tt0287302,The Red Petal Is Wet,Shōgorō Nishimura,Yoshio Shirasaka
tt0287356,Caccia Grossa,\N,\N
tt0287982,"Grandpa, Kylian and I",Jiří Hanibal,Jiří Hanibal; Jan Ryska
tt0288037,A Womb to Let,Kōji Wakamatsu,Masao Adachi
tt0288551,The Great Adventure of Zorro,Raúl de Anda Jr.,X. Randa; X. Randa
tt0288685,Until the Last Moment,Marios Retsilas,Giannis Maris
tt0289303,\N,\N,\N
tt0289465,\N,\N,\N
tt0290231,Lav Kush,V. Madhusudhan Rao,Bhring Tupkaria
tt0290238,Made in Israel,Ari Folman,Ari Folman
tt0290258,Paandav,Raj N. Sippy,Anand S. Vardhan
tt0290656,Hicran Gecesi,Osman F. Seden,Osman F. Seden
tt0290701,\N,\N,\N
tt0290794,One Night the Moon,Rachel Perkins,\N
tt0290865,\N,\N,\N
tt0291235,Perverted Sex Play: Tease Me Dirty!,Kazuhiro Sano,Kazuhiro Sano
tt0291239,Torn Love Affair,Kōji Wakamatsu,Masao Adachi
tt0292108,Mila,Joel Lamangan,Ricky Lee
tt0292981,Bonne nouvelle,Vincent Dieutre,\N
tt0292991,I Delete and I Judge,Arnošt Grund,Ignjat Borštnik
tt0293107,Conjugation,Emily Tang,Emily Tang
tt0293158,\N,\N,\N
tt0293272,I'll Wait on You Hand and Foot,Iain Dilthey,Silke Parzich; Iain Dilthey; Edin Hinrichs-Hadžimahović
tt0293566,Latest Soap Technique 2: Bubble Princess Palace,Toshiki Satō,Toshiki Satō
tt0293584,\N,\N,\N
tt0293662,The Transporter,Corey Yuen; Louis Leterrier,Luc Besson; Robert Mark Kamen
tt0293667,Tsatsiki: Friends Forever,Eddie Thomas Petersen,Eddie Thomas Petersen
tt0294258,\N,\N,\N
tt0294589,Immoral Affairs,Katsuo Naruse,Tomomi Tsutsui
tt0294863,When the Dates Ripen,Abdelaziz Ramdani; Larbi Bennani,\N
tt0295159,Ambassadors Seek Country,Mircea Daneliuc,Mircea Daneliuc
tt0295425,Marriages,Catherine Martin,Catherine Martin
tt0296591,17 fois Cécile Cassard,Christophe Honoré,Christophe Honoré
tt0297258,\N,\N,\N
tt0297832,\N,\N,\N
tt0298243,À l'est du Rio Concho,Gilbert Roussel,\N
tt0298951,"How's Home, How's Everything?",Samvel Gasparov,Aghasi Ayvazyan
tt0299636,Canon Operation,\N,\N
tt0299731,\N,\N,\N
tt0300436,\N,\N,\N
tt0303830,Casa de los Babys,John Sayles,John Sayles
tt0304907,Life Kills Me,Jean-Pierre Sinapi,Daniel Tonachella; Jean-Pierre Sinapi
tt0305254,Auf dem Sprung,Evelyn Schmidt,Rainer Koch; Evelyn Schmidt
tt0305906,\N,\N,\N
tt0307086,Legend of the Ancient Mountains,Yazgeldy Seidov,Yazgeldy Seidov; Vladislav Fedoseyev
tt0307376,Retribution in the Year 2050,Brendan Muldowney,Brendan Muldowney
tt0307484,Sonsuz Acı,Talat Artemel,Talat Artemel
tt0308273,\N,\N,\N
tt0308447,Juventud En Drogas,Enrique Murillo,\N
tt0308756,\N,\N,\N
tt0308903,"The Tale of Fedot, the Shooter",Sergey Ovcharov,Leonid Filatov
tt0309119,\N,\N,\N
tt0309299,The Arkansas Swing,Ray Nazarro,\N
tt0309377,Blood Work,Clint Eastwood,Brian Helgeland
tt0309500,\N,\N,\N
tt0309927,Nostalgia,Vakhtang Kotetishvili,Vakhtang Kotetishvili
tt0310711,Girls Are Sweet,Helmy Rafla,Abu Seoud El-Ibiary
tt0311008,Girlie,Benjamin Tuček,Benjamin Tuček
tt0311013,Dinmeyen Sızı,Şadan Kamil,\N
tt0311110,It Runs in the Family,Fred Schepisi,Jesse Wigutow
tt0311144,Flores robadas en los jardines de Quilmes,Antonio Ottone,Jorge Asís
tt0311293,\N,\N,\N
tt0311564,My Name Is Maya,Kim Eung-chun,\N
tt0311721,Rikard Nordraak,Alf Scott-Hansen,Alf Scott-Hansen
tt0311823,\N,\N,\N
tt0312365,\N,\N,\N
tt0312528,The Cat in the Hat,Bo Welch,David Mandel; Jeff Schaffer; Alec Berg
tt0312955,Me he de comer esa tuna,Alfredo Zacarías,Miguel Zacarías
tt0313211,Wind Horse,Daoud Aoulad-Syad,Ahmed Bouanani
tt0313274,\N,\N,\N
tt0313901,The CinemaScope Parade,\N,\N
tt0314145,\N,\N,\N
tt0315901,Gnana Oli,P. Madhavan,Vietnam Veedu Sundaram
tt0315956,Black Rain,An Seung-ho,\N
tt0316220,\N,\N,\N
tt0316598,\N,\N,\N
tt0317080,Miss Hanafi,Fatin Abdel Wahab,Galil Al-Bendary
tt0317789,\N,\N,\N
tt0317973,\N,\N,\N
tt0318270,La quimera de los héroes,Daniel Rosenfeld,Eugenia Capizzano; Edgardo Cozarinsky; Daniel Rosenfeld
tt0318667,Scorpion,\N,Ando Kimura; Gil Rosenblum
tt0318751,Thangai,A. C. Tirulokchandar,\N
tt0319357,Enga Ooru Pattukaran,Gangai Amaran,Sangili Murugan
tt0319380,\N,\N,\N
tt0319504,Histórias do Olhar,Isa Albuquerque,\N
tt0319587,The White Hell,Samuel Khachikian,Misha Ashoorian
tt0319761,\N,\N,\N
tt0320116,Naan Sigappu Manithan,S. A. Chandrasekhar,S. A. Chandrasekhar; S. A. Chandrasekhar
tt0320152,"You Become a Star, Too",Lee Jang-ho,Im Chung-hui
tt0320739,\N,\N,\N
tt0322674,Twin Sisters,Ben Sombogaart,Marieke van der Pol
tt0322738,\N,\N,\N
tt0323317,El mundo de los aviones,René Cardona Jr.,René Cardona Jr.; Mario A. Zacarías
tt0323469,La odisea de los muñecos,Carlos González Groppa,\N
tt0324125,\N,\N,\N
tt0324514,Weekend Shuffle,Genji Nakamura,Masahiro Yoshimoto; Genji Nakamura
tt0324554,Wicker Park,Paul McGuigan,Brandon Boyce
tt0324618,La yegua colorada,Mario Hernández,Antonio Aguilar; Mario Hernández
tt0325266,Diskarte,Edgardo Vinarao,Senen Dimaguila; Humilde 'Meek' Roxas; Humilde 'Meek' Roxas
tt0325269,Kamikaze Diary,Dmitry Meskhiev,Eduard Volodarskiy
tt0325409,\N,\N,\N
tt0325761,Luster,Everett Lewis,Dennis Cooper; Everett Lewis
tt0325978,Piyoli Phukan,Phani Sarma,Phani Sarma
tt0326339,\N,\N,\N
tt0327226,Verrückt nach Paris,Eike Besuden; Pago Bahlke,\N
tt0327488,\N,\N,\N
tt0327865,\N,\N,\N
tt0327916,The Inheritance,Mohamed Bouamari,Mohamed Bouamari
tt0328531,\N,\N,\N
tt0328815,After Dark,Albert Parker,\N
tt0330030,\N,\N,\N
tt0330524,\N,\N,\N
tt0330872,\N,\N,\N
tt0332194,Why Did You Make Me Love You?,Sandra Nashaat,Walid Youssef
tt0332460,\N,\N,\N
tt0332596,Current Events,Ralph Arlyck,Ralph Arlyck
tt0333034,Hotel At 00:00,Nam Ki-nam,\N
tt0333105,\N,\N,\N
tt0333343,\N,\N,\N
tt0333394,Robbery in Emei Mountain,Zhang Xihe,Daoyuan Qian
tt0333886,Mataron a Camelia la Texana,Arturo Martínez,Arturo Martínez
tt0334023,怒海红颜,\N,\N
tt0334141,Los porfiados,Mariano Manzur,Mariano Manzur
tt0334700,\N,\N,\N
tt0335192,Jirochō gaiden: Haikagura no Santarō,Nobuo Aoyagi,Isamu Onoda; Toru Kino
tt0336025,\N,\N,\N
tt0336176,\N,\N,\N
tt0336488,Gamitan,Quark Henares,Quark Henares
tt0336792,Sex of Magic,Bang Sung-woong,Bang Sung-woong
tt0336846,Mi casa es tu casa,Miguel Álvarez,Daniel Castro
tt0336929,North on Evers,James Benning,\N
tt0337993,Derive Gallizio,Pietro Balla; Monica Repetto,\N
tt0338748,Autumn Came,Ekaterina Sokolova,\N
tt0339200,\N,\N,\N
tt0341502,La Noche del Ku Klux Klan,Rubén Galindo,Rubén Galindo
tt0342285,detective fiction,\N,\N
tt0342385,Dawn,Atef Salem,\N
tt0342557,\N,\N,\N
tt0342802,The Foghorn,Minoru Murata,Minoru Murata
tt0342814,The Naked Road,William Martin,William Martin
tt0343214,\N,\N,\N
tt0345124,\N,\N,\N
tt0345490,Kapantay ay Langit,Joel Lamangan,\N
tt0345753,\N,\N,\N
tt0345973,\N,\N,\N
tt0347066,\N,\N,\N
tt0347087,Dead Man's Memories,Markus Heltschl,Markus Heltschl
tt0347778,\N,\N,\N
tt0348057,Smrt na černo,Ivo Toman,Drahoslav Makovička; Drahoslav Makovička
tt0348185,The Mystery of the Kaniyuta Cave,Habib Fayziev,Igor Lukovskiy
tt0348596,Décryptage,Philippe Bensoussan,Jacques Tarnero
tt0349096,\N,\N,\N
tt0349247,Corrupción,Ismael Rodríguez,Ismael Rodríguez
tt0349512,The Unknown Corpse,Wong Tin-Lam,Lo Yu-Kei
tt0349517,Scent of Love,Lee Jeong-wook,Kim Hee-jae; Lee Jeong-wook
tt0349588,\N,\N,\N
tt0350365,\N,\N,\N
tt0350717,\N,\N,\N
tt0350792,\N,\N,\N
tt0350804,God Is Brazilian,Carlos Diegues,João Emanuel Carneiro; João Ubaldo Ribeiro; Renata Almeida Magalhães; Carlos Diegues
tt0351270,\N,\N,\N
tt0351407,Nan jiang zhao chun,Xiao Lang,\N
tt0352654,\N,\N,\N
tt0352707,\N,\N,\N
tt0352779,El Rey De Oros,Mario Hernández,Xavier Robles; Luis Mariano Salinas; Francisco Sánchez
tt0352783,\N,\N,\N
tt0354914,Si li tao sheng,Zhang Xin,\N
tt0355035,Wu du mang mang,Zhang Bo; Wang Jin,Kuang Haowen
tt0355036,Five Golden Flowers,Wang Jiayi,Jikang Zhao; Gongpu Wang
tt0355052,Zelimo,Aleks Rosenberg,\N
tt0355209,Arabia,Jayaraj,Jayaraj
tt0355263,\N,\N,\N
tt0356884,Footsteps without a Trace,Cirio H. Santiago,Augusto Buenaventura; Eddie Romero
tt0357677,Fremds Land,Luke Gasser,Luke Gasser
tt0358106,\N,\N,\N
tt0358373,\N,\N,\N
tt0358704,Society em Baby-Doll,Luiz Carlos Maciel; Waldemar Lima,Waldemar Lima; Luiz Carlos Maciel
tt0359063,Chanti,Ravi Raja Pinisetty,\N
tt0359225,\N,\N,\N
tt0359469,\N,\N,\N
tt0359783,\N,\N,\N
tt0360053,\N,\N,\N
tt0360204,Winter Holiday,Jose De Villa,Marichu Maceda; Jose De Villa
tt0360463,Chalte Chalte,Sunder Dar,\N
tt0361313,Armaan,Anand Sagar,Moti Sagar
tt0361422,\N,\N,\N
tt0361887,Martiros Saryan,Laert Vagharshyan,Laert Vagharshyan; Ilya Ehrenburg
tt0361965,\N,\N,\N
tt0362018,Paris selon Moussa,Cheik Doukouré,\N
tt0362227,The Terminal,Steven Spielberg,Sacha Gervasi; Jeff Nathanson; Andrew Niccol; Sacha Gervasi
tt0362455,Blockade,Thomas Kufus; Johann Feindt,\N
tt0364121,\N,\N,\N
tt0364130,Yo quiero con la tia,\N,\N
tt0364347,Flores de septiembre,Nicolás Wainszelbaum; Pablo Osores; Roberto Testa,Roberto Testa
tt0364507,Maten al chacal,\N,\N
tt0364658,Shama,Naeem Basit,Jarasandha; Kader Khan
tt0364661,Si j'te cherche... j'me trouve,Roger Diamantis,\N
tt0364681,\N,\N,\N
tt0365907,A Walk Among the Tombstones,Scott Frank,Scott Frank
tt0366173,\N,\N,\N
tt0366552,\N,\N,\N
tt0366852,Operación Norte,Ezequiel Abalos,\N
tt0366945,"Redskins, Tricksters and Puppy Stew",Drew Hayden Taylor,\N
tt0368114,\N,\N,\N
tt0368428,Walang Kapalit,Joel Lamangan,Raquel Villavicencio
tt0368851,Maestro,Josell Ramos,\N
tt0368906,Off-Balance,Shin Togashi,Shiori Kazama
tt0370624,\N,\N,\N
tt0370840,Kasaysayan ni Rudy Concepcion,Octavio Silos,Fausto J. Galauran
tt0370915,No Understanding,Atef Salem,Nairuz Abdel Malek
tt0370931,Malkiyat Sodom,Dimitar Avramov,\N
tt0371367,Vacacionista,Mar S. Torres,\N
tt0371559,\N,\N,\N
tt0371623,Dasiseh,Ali Kasmaie,Ali Kasmaie
tt0371966,\N,\N,\N
tt0372363,\N,\N,\N
tt0372847,\N,\N,\N
tt0373158,Rocking Horse And A Girl,Lee Won-se,\N
tt0373173,Murder Below the Line,Norman Macera,Norman Macera
tt0373472,Dilemma,Edmund Heuberger,Stefan Markus
tt0373882,The Naked Truth,Atef Salem,Wagih Naguib
tt0374103,Ôrí,Raquel Gerber,Raquel Gerber; Maria Beatriz Nascimento
tt0374869,\N,\N,\N
tt0374928,\N,\N,\N
tt0375636,La calzonuda,\N,\N
tt0375929,\N,\N,\N
tt0376200,\N,\N,\N
tt0377083,Le lac et la rivière,Sarah Leonor,Sarah Leonor
tt0377397,Aşk Bekliyor,Ümit Utku,\N
tt0377692,\N,\N,\N
tt0378071,Hum Tere Ashiq Hain,Prem Sagar,Kulwant Singh Jani; Kamleshwar; Ramanand Sagar
tt0378116,Isla Paraiso,\N,\N
tt0378342,\N,\N,\N
tt0378606,Prostitutes,Eugeniusz Priwieziencew,Eugeniusz Priwieziencew
tt0379484,Gun-shy,Dito Tsintsadze,Dito Tsintsadze
tt0379561,"The Tulse Luper Suitcases, Part 3: From Sark to the Finish",Peter Greenaway,Peter Greenaway
tt0379930,La pipe au bois,Maxime Debest,Jacques Chaumelle; Maxime Debest
tt0380381,\N,\N,\N
tt0380811,"Der Weg, der zur Verdammnis führt, 2. Teil - Hyänen der Lust",Otto Rippert,Julius Sternheim
tt0381034,\N,\N,\N
tt0381525,Quiltmakers of Gee's Bend,Celia Carey,\N
tt0382532,\N,\N,\N
tt0384991,Heat After Dark,Ryuhei Kitamura,Ryuhei Kitamura
tt0385036,Kapag Lumaban Ang Api,Ronwaldo Reyes,Fred Navarro
tt0386667,\N,\N,\N
tt0387303,\N,\N,\N
tt0387629,They Call Him Chop-suey,Jun Gallardo,Bobby A. Suarez; Nestor Torre
tt0388829,\N,\N,\N
tt0388984,\N,\N,\N
tt0389451,Tightrope to Terror,Bob Kellett,Bob Kellett
tt0390525,\N,\N,\N
tt0390858,\N,\N,\N
tt0390939,\N,\N,\N
tt0391222,\N,\N,\N
tt0391766,\N,\N,\N
tt0391970,Esclavo y amo,Christian González,\N
tt0392175,\N,\N,\N
tt0392478,\N,\N,\N
tt0393074,La banda del tandito,Christian González,\N
tt0393454,Manos mágicas,Guillermo Jaime Alarid,\N
tt0393804,\N,\N,\N
tt0393897,\N,\N,\N
tt0395556,\N,\N,\N
tt0395631,Lamb to the Slaughter,Nicole Barnette,Deborah Cohn; Mari Colabelli
tt0396637,Hilde's Journey,Christof Vorster,\N
tt0396781,Peculiarities of the National Politics,Yuri Konopkin; Dmitry Meskhiev,Aleksandr Rogozhkin
tt0399516,Property of the State: Gay Men in the Apartheid Military,Gerald Kraak,\N
tt0399913,\N,\N,\N
tt0401394,Duel,Ahmad Reza Darvish,Ramin Mebdy
tt0401762,\N,\N,\N
tt0402039,\N,\N,\N
tt0402607,Tum: A Dangerous Obsession,Aruna Raje,Aruna Raje; Aruna Raje
tt0404401,Satılık Kızlar,Süha Doğan,Süha Doğan
tt0404755,\N,\N,\N
tt0405069,\N,\N,\N
tt0405152,\N,\N,\N
tt0405676,All the King's Men,Steven Zaillian,Steven Zaillian
tt0405838,\N,\N,\N
tt0407003,\N,\N,\N
tt0407300,Vőlegény,László Vámos,Ernö Szép
tt0407338,Zero in condotta,Giuliano Carnimeo,Giorgio Mariuzzo; Giorgio Mariuzzo
tt0407872,Hırsız,Zafer Davutoğlu,Osman F. Seden
tt0408209,\N,\N,\N
tt0409074,\N,\N,\N
tt0409097,\N,\N,\N
tt0411753,Geraldine's Fortune,John N. Smith,Michel Tremblay; Tim Burns
tt0411900,Soytarı,Hulki Saner,Hulki Saner
tt0413234,Das Schlangenfischkanu - Eine Reise in Amazonien,Herbert Brödl,\N
tt0413677,Altın Kollu Adam,Aram Gülyüz,Erdoğan Tünaş
tt0413681,Anadolu Kanunu,Hasan Kazankaya,Şinasi Önengüt
tt0414075,A Sunflower Family,Park Seong-bok,\N
tt0414798,\N,\N,\N
tt0416206,Santos Peregrinos,Juan Carlos Carrasco,Juan Carlos Carrasco
tt0417056,Pledge This!,William Heins,Cheryl Guerriero; Anna Obropta
tt0417106,Samba,V. V. Vinayak,Kona Venkat
tt0417243,Vital,Shinya Tsukamoto,Shinya Tsukamoto
tt0418081,The Dirty Princess,Mario O'Hara,\N
tt0418257,The Truth or Consequences of Delmas Howe,Matt Sneddon,\N
tt0418689,Flags of Our Fathers,Clint Eastwood,William Broyles Jr.; Paul Haggis
tt0418813,Kung Tayo'y Magkakalayo,Mel Chionglo,Ricky Lee; Ricky Lee
tt0418819,Land of the Dead,George A. Romero,George A. Romero
tt0419173,\N,\N,\N
tt0419279,Yesterday,Darrell James Roodt,Darrell James Roodt
tt0419837,\N,\N,\N
tt0420132,River,Takayuki Suzui,Takayuki Suzui
tt0420344,Twelve Chairs,Ulrike Ottinger,Ulrike Ottinger
tt0420971,13 at a Table,Enrico Oldoini,Enrico Oldoini
tt0422066,\N,\N,\N
tt0422067,\N,\N,\N
tt0422462,Ill Fated,Mark A. Lewis,Mark A. Lewis; John Callander
tt0423368,\N,\N,\N
tt0423605,\N,\N,\N
tt0423859,\N,\N,\N
tt0424438,\N,\N,\N
tt0425195,The Life and Crimes of Citizen Ming,\N,\N
tt0425419,365 Nights: Osaka,Kon Ichikawa,\N
tt0425531,Teri Kasam,\N,\N
tt0426582,Stalin's Wife,Slava Tsukerman,Slava Tsukerman
tt0427363,Huapango,Iván Lipkies,Iván Lipkies; María Elena Velasco
tt0427580,Mécanix,Rémy M. Larochelle,Rémy M. Larochelle; Mélissa Hébert
tt0427711,Release the Head,John Barnum; Rick Schmidt; Stephen W. Gillard,Stephen W. Gillard; Rick Schmidt; John Barnum
tt0428054,Yabancı,Osman F. Seden,İhsan Yüce
tt0429054,\N,\N,\N
tt0429269,Why?,Ilya Gurin,Ilya Gurin; Vatslav Mikhalsky
tt0430524,\N,\N,\N
tt0430734,\N,\N,\N
tt0432867,\N,\N,\N
tt0433350,Boy Culture,Q. Allan Brocka,Q. Allan Brocka; Philip Pierce; Matthew Rettenmund
tt0433923,\N,\N,\N
tt0433963,Dark Ride,Craig Singer,Craig Singer; Robert Dean Klein
tt0433974,Deli Murat,Ertem Göreç,Fuat Özlüer
tt0435385,Shaolin Ulysses: Kung Fu Monks in America,Martha Burr; Mei-Juin Chen,Michael Cho; Martha Burr
tt0435647,Die Garde-Diva,Curt Blachnitzky,\N
tt0435754,\N,\N,\N
tt0436084,Atrapados en el fin del mundo,Eduardo L. Sánchez,Fernando Moyano; Pablo Wainschenker; Eduardo L. Sánchez
tt0436171,\N,\N,\N
tt0436435,Into the Air: A Kiteboarding Experience,Marq Morrison,\N
tt0436590,The Miracle of Candeal,Fernando Trueba,\N
tt0437268,\N,\N,\N
tt0437447,Riding Alone for Thousands of Miles,Zhang Yimou,Zou Jingzhi
tt0438038,"Frauenbeichte, 1. Teil - Die Beichte einer Ausgestossenen",Gerhard Lamprecht,Alfred Schirokauer
tt0438260,The Girl with a Patron,Max Mack,Willy Haas
tt0439156,Las delicias del matrimonio,Julián Pastor,\N
tt0439575,Hatemongers,Steve Drain,Steve Drain; Fred Phelps
tt0439874,Wesley Cash,\N,\N
tt0440016,Leave Me Alone,Danny Pang Phat,Danny Pang Phat; Curran Pang
tt0440074,Bad Boy,Eddie Rodriguez,Rod Santiago
tt0440560,Lab kita... Bilib ka ba?,\N,\N
tt0441357,Snake Woman,Artemio Marquez,\N
tt0441620,Emotional Pain,Chico Ejiro,\N
tt0441960,\N,\N,\N
tt0442320,\N,\N,\N
tt0442487,\N,\N,\N
tt0443059,Im Nordwind,Bettina Oberli,Bettina Oberli
tt0443097,Die Liebe der Maria Bonde,Emmerich Hanus,Friedel Köhne
tt0444665,The Man Without Nerves,Harry Piel; Gérard Bourgeois,\N
tt0445029,\N,\N,\N
tt0445322,Diau Charn,Li Han-Hsiang,Kao Li
tt0445473,Mysterious Dwarf,Seiichiro Uchikawa,Kennosuke Tateoka
tt0445776,U-Carmen eKhayelitsha,Mark Dornford-May,Pauline Malefane; Andiswa Kedama; Mark Dornford-May
tt0446916,\N,\N,\N
tt0448075,The Night Listener,Patrick Stettner,Armistead Maupin; Terry Anderson; Patrick Stettner
tt0448551,Ich hatte einst ein schönes Vaterland,Max Mack,\N
tt0448921,\N,\N,\N
tt0448927,If I Were You,Daniel Filho,Adriana Falcão; Carlos Gregório; Rene Belmonte; Iafa Britz; Daniel Filho; Roberto Frota
