tconst,tmdb_title,tmdb_directors,tmdb_writers,wikidata_title,wikidata_directors,wikidata_writers,cinemeta_title,cinemeta_directors,cinemeta_writers,letterboxd_title,letterboxd_directors,letterboxd_writers
tt0190458,his wife's friend,joseph de grasse,\N,his wife's friend,joe de grasse,\N,his wife's friend,joseph de grasse,\N,his wife's friend,joseph de grasse,r cecil smith
tt0190460,hoje o galo sou eu!,aloisio t de carvalho,chico anysio; jose wanderley; ronaldo lupo,\N,\N,\N,hoje o galo sou eu,aloisio t de carvalho,chico anysio; jose wanderley; ronaldo lupo,hoje o galo sou eu!,aloisio t de carvalho,chico anysio; jose wanderley; ronaldo lupo
tt0190520,land of doom,peter maris,craig rand,land of doom,peter maris,\N,land of doom,peter maris,\N,land of doom,peter maris,craig rand
tt0190581,house of sleeping beauties,hiroto yokoyama,toshiro ishido,\N,\N,\N,house of sleeping beauties,hiroto yokoyama,\N,house of sleeping beauties,hiroto yokoyama,toshiro ishido
tt0191315,night of the female,fauzi mansur,fauzi mansur; marcos rey,a noite das femeas,fauzi mansur,\N,night of the female,fauzi mansur,\N,night of the female,fauzi mansur,fauzi mansur; marcos rey
tt0191625,barbara the fair with the silken hair,aleksandr rou,mikhail chuprin,barbara the fair with the silken hair,alexander rou,alexander rou,barbara the fair with the silken hair,aleksandr rou,\N,barbara the fair with the silken hair,aleksandr rou,aleksandr rou; mikhail chuprin
tt0191828,the big blow,reinaldo marcus green,\N,\N,\N,\N,the big blow,reinaldo marcus green,\N,\N,\N,\N
tt0192022,the spanking,pierre caron,\N,\N,pierre caron,jean nohain,the spanking,pierre caron,\N,the spanking,pierre caron,jean de letraz
tt0192069,gendernauts: a journey through shifting identities,monika treut,monika treut,gendernauts,monika treut,monika treut,gendernauts: a journey through shifting identities,monika treut,monika treut,gendernauts: a journey through shifting identities,monika treut,monika treut
tt0192135,\N,\N,\N,\N,\N,\N,hua qiao zhi guang,shusun chiu,\N,\N,\N,\N
tt0192330,\N,\N,\N,\N,\N,\N,moshe dayan: a warrior's story,harrison engle,\N,\N,\N,\N
tt0192429,\N,\N,\N,\N,\N,\N,il pappagallo della zia berta,emilio ghione,\N,\N,\N,\N
tt0192490,\N,\N,\N,\N,\N,\N,qi zi mei,jing ping wu; wancang bu,wancang bu,\N,\N,\N
tt0192788,where the red fern grows,lyman dayton; sam pillsbury,douglas c stewart; eleanor lamb; lyman dayton; sam pillsbury,where the red fern grows,lyman dayton; sam pillsbury,\N,where the red fern grows,lyman dayton; sam pillsbury,douglas c stewart; eleanor lamb; wilson rawls,where the red fern grows,lyman dayton; sam pillsbury,douglas c stewart; eleanor lamb; lyman dayton
tt0193022,prince of broadcasters,patrick lung kong,patrick lung kong,\N,\N,\N,prince of broadcasters,patrick lung kong,\N,prince of broadcasters,patrick lung kong,patrick lung kong
tt0193119,\N,\N,\N,\N,\N,\N,duo qing he,wei lo,wei lo,\N,\N,\N
tt0193124,double role,jaromil jires,jaromil jires; jaroslava moserovadavidova,double role,jaromil jires,jaromil jires; jaroslava moserova,double role,jaromil jires,\N,double role,jaromil jires,jaromil jires; jaroslava moserovadavidova
tt0193236,\N,\N,\N,flowers of memory,christian braad thomsen,christian braad thomsen,hvor mindets blomster gror,christian braad thomsen,christian braad thomsen,\N,\N,\N
tt0193366,our friends the hayseeds,beaumont smith,beaumont smith,"our friends, the hayseeds",beaumont smith,beaumont smith,our friends the hayseeds,beaumont smith,\N,our friends the hayseeds,beaumont smith,beaumont smith
tt0193565,third at heart,jacques de casembroot,\N,third at heart,jacques de casembroot,marcgilbert sauvajon,third at heart,jacques de casembroot,\N,third at heart,jacques de casembroot,\N
tt0193571,the grey rats,emilio ghione,emilio ghione; pio vanzi,the grey rats,emilio ghione,\N,the grey rats,emilio ghione,\N,the grey rats,emilio ghione,emilio ghione
tt0193613,voyeur,michael goi,michael goi,\N,\N,\N,voyeur,michael goi,michael goi,voyeur,michael goi,michael goi
tt0193657,\N,\N,\N,\N,\N,\N,zhifen jaingjun,manching kwan,\N,\N,\N,\N
tt0194339,se rematan ilusiones,mario c lugones,wilfredo jimenez,\N,mario c lugones,\N,se rematan ilusiones,mario c lugones,\N,se rematan ilusiones,mario c lugones,wilfredo jimenez
tt0194540,the nuremberg trials,felix podmaniczky,joe j heydecker; johannes leeb,\N,\N,\N,the nuremberg trials,felix podmaniczky,joe j heydecker; johannes leeb,the nuremberg trials,felix podmaniczky,joe j heydecker; johannes leeb
tt0194686,balada para un mochilero,carlos rinaldi,carlos rinaldi; norberto aroldi; rodolfo m taboada,balada para un mochilero,carlos rinaldi; rene mugica,\N,balada para un mochilero,carlos rinaldi,\N,balada para un mochilero,carlos rinaldi,carlos rinaldi; norberto aroldi; rodolfo m taboada
tt0194909,5 bemerkungen zum dokumentarfilm,gisela tuchtenhagen,gisela tuchtenhagen,\N,gisela tuchtenhagen,\N,funf bemerkungen zum dokumentarfilm,gisela tuchtenhagen; klaus wildenhahn,\N,5 bemerkungen zum dokumentarfilm,gisela tuchtenhagen,gisela tuchtenhagen
tt0195175,\N,\N,\N,\N,\N,\N,il presagio,\N,augusto genina,\N,\N,\N
tt0195315,strangers,anthony spinelli,anthony spinelli,\N,\N,\N,strangers,anthony spinelli,\N,strangers,anthony spinelli,anthony spinelli
tt0195325,fire!,adama drabo,adama drabo,fire!,adama drabo,\N,fire!,adama drabo,\N,fire!,adama drabo,adama drabo
tt0195633,death is not the end,\N,\N,\N,\N,\N,death is not the end,richard michaels,elroy schwartz,death is not the end,\N,\N
tt0195692,\N,\N,\N,\N,\N,\N,the evolution of man,\N,tom bret,\N,\N,\N
tt0195898,madame louise,maclean rogers,michael pertwee,madame louise,maclean rogers,michael pertwee,madame louise,maclean rogers,\N,madame louise,maclean rogers,michael pertwee
tt0196179,unrecht gut gedeiht nicht,jakob fleck; luise fleck,jakob fleck; luise fleck,\N,\N,\N,unrecht gut gedeiht nicht,jakob fleck; luise fleck,\N,unrecht gut gedeiht nicht,jakob fleck; luise fleck,jakob fleck; luise fleck
tt0196730,madonnas and men,ba rolfe,carey wilson; edmund goulding; violet clark,madonnas and men,b a rolfe,carey wilson; edmund goulding; violet clark,madonnas and men,ba rolfe,\N,madonnas and men,ba rolfe,carey wilson; edmund goulding; violet clark
tt0196892,querida suzana,alberto pieralisi,alberto pieralisi; alipio ramos,\N,\N,\N,querida suzana,alberto pieralisi,\N,querida suzana,alberto pieralisi,alberto pieralisi; alipio ramos
tt0197299,black sea raid,jeno hodi,\N,black sea raid,jeno hodi,\N,black sea raid,jeno hodi,christopher pearce; ian patrick williams; jeno hodi,black sea raid,jeno hodi,\N
tt0197819,retribuicao,gentil roiz,gentil roiz,\N,\N,\N,retribuicao,gentil roiz,\N,retribuicao,gentil roiz,gentil roiz
tt0197968,\N,\N,\N,\N,\N,\N,tres recrutas,euripides ramos,euripides ramos; jb tanko,\N,\N,\N
tt0198472,faut reparer sophie,alexandre ryder,\N,\N,alexandre ryder,andre mouezyeon,faut reparer sophie,alexandre ryder,\N,faut reparer sophie,alexandre ryder,\N
tt0198588,the chinese mack,tachuan hsu,wu tieyi,\N,\N,\N,jue zhao,tachuan hsu,tiehyi wu,the chinese mack,tachuan hsu,wu tieyi
tt0198869,\N,\N,\N,\N,\N,\N,on ne badine pas avec l'amour,jean desailly,alfred de musset,\N,\N,\N
tt0199131,voyage illusoire,georges dufaux,\N,\N,\N,\N,voyage illusoire,georges dufaux,\N,voyage illusoire,georges dufaux,\N
tt0199578,feminism,errikos thalassinos,errikos thalassinos; theodoros katsadramis,\N,\N,\N,feminism,errikos thalassinos,\N,feminism,errikos thalassinos,errikos thalassinos; theodoros katsadramis
tt0199978,the fake theodore,vasilis papazoglou,vasilis betsos,\N,\N,\N,the fake theodore,vasilis papazoglou,\N,the fake theodore,vasilis papazoglou,vasilis betsos
tt0200250,veni conmigo,luis saslavsky,\N,veni conmigo,luis saslavsky,\N,veni conmigo,luis saslavsky,eduardo gudino kieffer; luis saslavsky,veni conmigo,luis saslavsky,\N
tt0200614,love and betrayal,hristos kyriakopoulos,nikos foskolos,\N,\N,\N,love and betrayal,hristos kyriakopoulos,\N,love and betrayal,hristos kyriakopoulos,nikos foskolos
tt0201506,viejo reales' long journey to death,gerardo vallejo,fernando e solanas; gerardo vallejo; octavio getino,\N,gerardo vallejo,fernando solanas; gerardo vallejo; octavio getino,viejo reales' long journey to death,gerardo vallejo,\N,viejo reales' long journey to death,gerardo vallejo,fernando e solanas; gerardo vallejo; octavio getino
tt0201875,\N,\N,\N,quase no ceu,oduvaldo vianna,\N,quase no ceu,oduvaldo vianna,oduvaldo vianna,\N,\N,\N
tt0202000,todo el ano es navidad,roman vinoly barreto,horacio s meyrialle,todo el ano es navidad,roman vinoly barreto,\N,todo el ano es navidad,roman vinoly barreto,\N,todo el ano es navidad,roman vinoly barreto,horacio s meyrialle
tt0202460,sophie's misfortune,jacqueline audry,\N,the misfortunes of sophie,jacqueline audry,colette audry,les malheurs de sophie,jacqueline audry,colette audry; la comtesse de segur; pierre laroche,sophie's misfortune,jacqueline audry,colette audry; pierre laroche
tt0202587,siberian express,haruo mizuno,haruo mizuno,siberian express,\N,\N,shiberia chotokkyu,haruo mizuno,haruo mizuno,siberian express,haruo mizuno,haruo mizuno
tt0202991,song of spring,simon koster,lydia krienen; simon koster,lentelied,simon koster,\N,song of spring,simon koster,\N,song of spring,simon koster,lydia krienen; simon koster
tt0203277,a casa di irma,alberto bader,gianni biondillo; roberta giudetti; vinicio canton,\N,\N,\N,a casa di irma,alberto bader,\N,a casa di irma,alberto bader,gianni biondillo; roberta giudetti; vinicio canton
tt0203369,calore in corpo,arduino sacco,\N,\N,\N,\N,calore in corpo,arduino sacco,\N,\N,\N,\N
tt0203463,drei kaiserjager,franz hofer,\N,three soldiers in the kaiserjager,franz hofer; robert land,\N,drei kaiserjager,franz hofer,\N,drei kaiserjager,franz hofer,\N
tt0203561,\N,\N,\N,the hellion,george l cox,\N,the hellion,george l cox,daniel f whitcomb,\N,\N,\N
tt0203669,\N,\N,\N,\N,\N,\N,malheurchen nummer acht,franz hofer,franz hofer,\N,\N,\N
tt0203943,the squatter's daughter,bert bailey,\N,the squatter's daughter,bert bailey,\N,the squatter's daughter,bert bailey,\N,the squatter's daughter,bert bailey,\N
tt0204270,detective transex,luigi soldati,\N,\N,\N,\N,detective transex,luigi soldati,\N,\N,\N,\N
tt0204355,"grenada, grenada, my grenada",roman karmen,\N,\N,\N,\N,"grenada, grenada, my grenada",roman karmen,\N,"grenada, grenada, my grenada",roman karmen,\N
tt0204568,\N,\N,\N,prohibido para menores,ignacio tankel,\N,prohibido para menores,ignacio tankel,\N,\N,\N,\N
tt0204789,\N,\N,\N,\N,\N,\N,an african-american in russia,jamal hodge,\N,\N,\N,\N
tt0204863,beby la figlia libidinosa,mario bianchi,\N,\N,\N,\N,euroflesh 12: born to sin,mario bianchi,\N,\N,\N,\N
tt0204887,bella entre las flores,miguel somera,\N,\N,\N,\N,bella entre las flores,miguel somera,\N,bella entre las flores,miguel somera,\N
tt0204965,\N,\N,\N,\N,\N,\N,"cigarettes, whiskey..",roger wielgus,roger wielgus,\N,\N,\N
tt0205210,\N,hasan elsaifi,mohamed osman,\N,\N,\N,\N,hasan elsaifi,\N,\N,hasan elsaifi,mohamed osman
tt0205373,\N,\N,\N,\N,\N,\N,rou bo ming yue wan,tit lee,bikkin ho; lunghsiang fang,\N,\N,\N
tt0206226,psycho beach party,robert lee king,charles busch,psycho beach party,robert lee king,charles busch,psycho beach party,robert lee king,charles busch,psycho beach party,robert lee king,charles busch
tt0206258,radio pirata,lael rodrigues,yoya wursch,radio pirata,lael rodrigues,\N,radio pirata,lael rodrigues,\N,radio pirata,lael rodrigues,yoya wursch
tt0206767,just like a cat,gianni cozzolino,nini grassia,just like a cat,\N,nini grassia,just like a cat,gianni cozzolino,\N,just like a cat,gianni cozzolino,nini grassia
tt0207233,\N,\N,\N,\N,\N,\N,"zdravstvuy, zhizn!",aleksandr zarkhi,\N,\N,\N,\N
tt0207271,sirens of the deep,steve wang,\N,\N,\N,\N,sirens of the deep,steve wang,\N,sirens of the deep,steve wang,\N
tt0207597,manny's orphans,sean s cunningham,steve miner; victor miller,manny's orphans,sean s cunningham,victor miller,manny's orphans,sean s cunningham,\N,manny's orphans,sean s cunningham,victor miller
tt0207606,mirador,werner nekes,werner nekes,\N,\N,\N,mirador,werner nekes,\N,mirador,werner nekes,werner nekes
tt0207811,a woman in the night,edmond t greville,jacques companeez; jean bernardluc; pierre laroche,a woman in the night,edmond t greville,jean bernardluc,a woman in the night,edmond t greville,\N,a woman in the night,edmond t greville,jacques companeez; jean bernardluc; pierre laroche
tt0207984,\N,\N,\N,\N,\N,\N,l'auvergne,jean gremillon,\N,\N,\N,\N
tt0207994,\N,\N,\N,\N,\N,\N,beautiful valley,\N,\N,\N,\N,\N
tt0208779,things fall apart,hansjurgen pohland,fern mosk,\N,\N,\N,things fall apart,hans jurgen pohland,chinua achebe; fern mosk,things fall apart,hansjurgen pohland,fern mosk
tt0209371,stress,corrado prisco,corrado prisco; mauro bologna,\N,\N,\N,stress,corrado prisco,corrado prisco; mauro bologna,stress,corrado prisco,corrado prisco; mauro bologna
tt0210773,jam session (the official bootleg of kikujiro),makoto shimazaki,\N,jam session,makoto shinozaki,\N,jam session (the official bootleg of kikujiro),makoto shimazaki,\N,jam session (the official bootleg of kikujiro),makoto shimazaki,\N
tt0211059,il trasloco,renato de maria,franco bifo berardi; giampietro huber; renato de maria,\N,renato de maria,franco berardi; renato de maria,il trasloco,renato de maria,\N,il trasloco,renato de maria,franco bifo berardi; giampietro huber; renato de maria
tt0211068,il treno del sabato,vittorio sala,adriano baracco; marcello fondato; vittorio sala,il treno del sabato,vittorio sala,adriano baracco,il treno del sabato,vittorio sala,\N,il treno del sabato,vittorio sala,adriano baracco; marcello fondato; vittorio sala
tt0211425,the bride napping,yan jun,king hu,\N,\N,\N,the bride napping,yan jun,\N,the bride napping,yan jun,king hu
tt0211492,the luzhin defence,marleen gorris,peter berry,the luzhin defence,marleen gorris,vladimir nabokov,the luzhin defence,marleen gorris,peter berry; vladimir nabokov,the luzhin defence,marleen gorris,peter berry
tt0211570,\N,\N,\N,\N,\N,\N,picture this,lisa albright,neena beber,\N,\N,\N
tt0211906,african jim,donald swanson,\N,african jim aka jim comes to jo'burg,\N,\N,african jim,donald swanson,\N,african jim,donald swanson,\N
tt0212048,cause of death,marc s grenier,les weldon,cause of death,marc s grenier,\N,cause of death,marc s grenier,\N,cause of death,marc s grenier,les weldon
tt0212111,\N,\N,\N,\N,\N,\N,"domino, dominante",\N,\N,\N,\N,\N
tt0212301,the last grave at dimbaza,chris curling; nana mahome; pascoe macfarlane,\N,\N,\N,\N,the last grave at dimbaza,chris curling; nana mahome; pascoe macfarlane,\N,the last grave at dimbaza,chris curling; nana mahome; pascoe macfarlane,\N
tt0212423,the personals,chen kuofu,chen kuofu; chen shihchieh,the personals,chen kuofu,\N,the personals,chen kuofu,\N,the personals,chen kuofu,chen kuofu; chen shihchieh
tt0212527,\N,\N,\N,\N,\N,\N,south african chronicles,\N,\N,\N,\N,\N
tt0213272,el septimo cielo,juan fischer,\N,\N,\N,\N,el septimo cielo,juan fischer,\N,el septimo cielo,juan fischer,\N
tt0214222,l'ultima volta insieme,nini grassia,graziella marsetti; nini grassia,l'ultima volta insieme,nini grassia,nini grassia,l'ultima volta insieme,nini grassia,\N,l'ultima volta insieme,nini grassia,graziella marsetti; nini grassia
tt0214625,dev pavla,\N,\N,\N,\N,\N,dev pavla,\N,\N,dev pavla,\N,\N
tt0215201,\N,\N,\N,\N,\N,\N,sooravalli,nemai ghosh,\N,\N,\N,\N
tt0215323,venere creola,lorenzo ricciardi,lorenzo ricciardi,venere creola,lorenzo ricciardi,\N,\N,\N,\N,venere creola,lorenzo ricciardi,lorenzo ricciardi
tt0215792,\N,\N,\N,\N,\N,\N,gendai josei igaku,kinya ogawa,\N,\N,\N,\N
tt0215809,glad tidings,wolf rilla,wolf rilla,glad tidings,wolf rilla,wolf rilla,glad tidings,wolf rilla,\N,glad tidings,wolf rilla,wolf rilla
tt0216389,crossroads of love,carmine gallone,filippo folchi; giorgio mannini,the faces of love,carmine gallone,\N,crossroads of love,carmine gallone,\N,crossroads of love,carmine gallone,filippo folchi; giorgio mannini
tt0216733,ektemann alene,nils r muller,eva seeberg; nils r muller,ektemann alene,nils r muller,eva seeberg; nils r muller,ektemann alene,nils r muller,\N,ektemann alene,nils r muller,eva seeberg; nils r muller
tt0216817,hum saath saath hain,sooraj barjatya,sooraj barjatya,hum saath-saath hain,sooraj r barjatya,sooraj r barjatya,hum saath-saath hain,sooraj r barjatya,sooraj r barjatya,hum saath saath hain,sooraj barjatya,sooraj barjatya
tt0216912,\N,\N,\N,a metade da vida,manuel castelao,manuel castelao,a metade da vida,raul veiga,raul veiga; xose luis mendez ferrin,\N,\N,\N
tt0216987,\N,\N,\N,\N,\N,\N,the psychedelic raincoat,\N,\N,\N,\N,\N
tt0218253,\N,\N,\N,\N,\N,\N,the flesh game,mm mitchell,\N,\N,\N,\N
tt0218256,flesh of my flesh,\N,\N,\N,\N,\N,flesh of my flesh,\N,\N,flesh of my flesh,\N,\N
tt0218449,la mulata de cordoba,adolfo fernandez bustamante,\N,the mulatta of cordoba,adolfo fernandez bustamante,adolfo fernandez bustamante; xavier villaurrutia,la mulata de cordoba,adolfo fernandez bustamante,\N,la mulata de cordoba,adolfo fernandez bustamante,\N
tt0218998,the game is set,harry wuest,gary mertin,\N,\N,\N,the game is set,harry wuest,\N,the game is set,harry wuest,gary mertin
tt0219012,\N,\N,\N,\N,\N,\N,gay guide to hawaii,tom desimone,\N,\N,\N,\N
tt0219820,\N,\N,\N,\N,\N,\N,"hoy mister, ako ang misis mo",cesar gallardo,edgardo m reyes,\N,\N,\N
tt0219854,the kid,jon turteltaub,audrey wells,disney's the kid,jon turteltaub,audrey wells,the kid,jon turteltaub,audrey wells,the kid,jon turteltaub,audrey wells
tt0220385,\N,\N,\N,\N,\N,\N,daydrift,ryan bonder,ryan bonder,\N,\N,\N
tt0220389,god wills it so,luc monheim,dominique rozan; luc monheim; zoe zurstrassen,\N,\N,\N,god wills it so,luc monheim,\N,god wills it so,luc monheim,dominique rozan; luc monheim; zoe zurstrassen
tt0220494,\N,\N,\N,\N,\N,\N,gotta light?,\N,\N,\N,\N,\N
